5.447842925786972046e-02,3.667427971959114075e-02,3.806656002998352051e-01,4.771444573998451233e-02,1.370293021202087402e+00,2.053327709436416626e-01,1.565966963768005371e+00,1.959622502326965332e-01,6.895019859075546265e-02
5.447842925786972046e-02,7.066735625267028809e-01,3.692941963672637939e-01,1.027886420488357544e-01,1.359085321426391602e+00,2.053327709436416626e-01,1.564418077468872070e+00,2.070947587490081787e-01,6.721128523349761963e-02
5.447842925786972046e-02,3.497692942619323730e-02,3.606002926826477051e-01,1.692473590373992920e-01,1.401779890060424805e+00,2.053327709436416626e-01,1.534480094909667969e+00,2.156060487031936646e-01,6.588181853294372559e-02
5.447842925786972046e-02,5.866757035255432129e-01,3.663178980350494385e-01,2.149180918931961060e-01,1.364074945449829102e+00,2.053327709436416626e-01,1.569407701492309570e+00,2.100085467100143433e-01,6.675615161657333374e-02
5.447842925786972046e-02,3.700123131275177002e-01,3.443032205104827881e-01,3.516112565994262695e-01,1.365692496299743652e+00,2.053327709436416626e-01,1.570567488670349121e+00,2.315607368946075439e-01,6.338968127965927124e-02
5.447842925786972046e-02,5.688674375414848328e-02,4.405844211578369141e-01,4.233641624450683594e-01,1.452028870582580566e+00,2.053327709436416626e-01,1.484231114387512207e+00,1.373021155595779419e-01,7.811296731233596802e-02
5.008516088128089905e-02,7.209140658378601074e-01,9.331803768873214722e-02,7.752178609371185303e-02,1.450169444084167480e+00,1.785857230424880981e-01,1.512837529182434082e+00,1.192209124565124512e-01,5.446781963109970093e-02
5.008516088128089905e-02,2.268563061952590942e-01,9.091360121965408325e-02,7.854600250720977783e-02,1.419736146926879883e+00,1.785857230424880981e-01,1.543270826339721680e+00,1.215870976448059082e-01,5.478815734386444092e-02
5.008516088128089905e-02,4.071580767631530762e-01,7.411113381385803223e-02,2.216258496046066284e-01,1.441975474357604980e+00,1.785857230424880981e-01,1.521031498908996582e+00,1.381223797798156738e-01,5.702672898769378662e-02
5.008516088128089905e-02,8.001351356506347656e-02,5.146231502294540405e-02,2.700938284397125244e-01,1.422824501991271973e+00,1.785857230424880981e-01,1.540182471275329590e+00,1.604109406471252441e-01,6.004419922828674316e-02
