191,3,0.712955,0.053758,0.271661,0.101153,1.547187,0.062804,1.531602,0.032613,0.062263
188,3,0.522471,0.053758,0.334131,0.047179,1.568933,0.041058,1.531602,0.035489,0.008332
2,0,0.232045,0.443734,0.039181,0.466507,1.567506,0.063758,1.510329,0.010807,0.039486
5,0,0.822893,0.037520,0.053721,0.316100,1.556783,0.051558,1.533251,0.003498,0.014608
6,0,0.822893,0.443734,0.041477,0.441100,1.561887,0.051558,1.510329,0.008733,0.014126
0,0,0.232045,0.205830,0.029551,0.127235,1.551574,0.063758,1.487816,0.020418,0.038999
4,0,0.822893,0.205830,0.032647,0.101924,1.539374,0.051558,1.487816,0.017556,0.013778
198,3,0.712955,0.037476,0.197013,0.088732,1.523376,0.062804,1.555413,0.041882,0.058680
195,3,0.522471,0.037476,0.257835,0.035898,1.545122,0.041058,1.555413,0.040736,0.005850
49,1,0.103358,0.844082,0.016327,0.013478,1.542987,0.008453,1.534534,0.055405,0.057971
202,3,0.712955,0.048760,0.153362,0.030379,1.549874,0.062804,1.528914,0.085445,0.056585
82,3,0.203626,0.844082,0.003747,0.002403,1.481855,0.125203,1.534534,0.098425,0.017285
3,1,0.822893,0.844082,0.078383,0.119445,1.482976,0.051558,1.534534,0.050102,0.047960
199,3,0.522471,0.048760,0.216043,0.021773,1.569972,0.041058,1.528914,0.082489,0.004491
1,0,0.232045,0.037520,0.052193,0.341656,1.544583,0.063758,1.533251,0.002177,0.040144
32,0,0.063420,0.443734,0.425227,0.372297,1.557916,0.047587,1.510329,0.003118,0.054548
28,0,0.048448,0.443734,0.312576,0.376683,1.565604,0.065660,1.510329,0.003476,0.050170
143,2,0.125272,0.443734,0.114185,0.008492,1.567734,0.057405,1.510329,0.064174,0.022503
84,3,0.712955,0.844082,0.138420,0.041013,1.544255,0.062804,1.534534,0.100356,0.055868
81,3,0.522471,0.844082,0.200758,0.010897,1.566001,0.041058,1.534534,0.097759,0.003994
142,2,0.115048,0.443734,0.113876,0.004835,1.537188,0.026859,1.510329,0.063874,0.026174
