15,0,0.866678,0.906961,0.003425,0.000358,1.542601,0.006124,1.548725,0.004406,0.013105
14,2,0.357940,0.906961,0.003863,0.002667,1.533666,0.015059,1.548725,0.023920,0.004136
28,1,0.866678,0.758449,0.005597,0.033747,1.557571,0.006124,1.551447,0.028880,0.008717
29,1,0.866678,0.111862,0.045951,0.794667,1.524743,0.006124,1.518619,0.011490,0.008515
17,2,0.626657,0.906961,0.161717,0.000943,1.544757,0.003967,1.548725,0.023849,0.006420
34,3,0.626657,0.111862,0.034823,0.000952,1.522586,0.003967,1.518619,0.052962,0.003670
19,3,0.357940,0.758449,0.461171,0.122210,1.566506,0.015059,1.551447,0.053300,0.005485
31,3,0.626657,0.758449,0.034730,0.113053,1.555414,0.003967,1.551447,0.053055,0.003670
56,2,0.626657,0.740083,0.127894,0.060128,1.550459,0.003967,1.554426,0.057673,0.006307
21,2,0.357940,0.740083,0.030057,0.062695,1.539368,0.015059,1.554426,0.057730,0.003740
52,2,0.626657,0.720023,0.084940,0.083855,1.562334,0.003967,1.566301,0.100626,0.006163
30,3,0.231064,0.758449,0.394099,0.055718,1.563350,0.011903,1.551447,0.051524,0.060995
20,3,0.357940,0.111862,0.460857,0.008814,1.533678,0.015059,1.518619,0.053614,0.005481
0,0,0.066284,0.906961,0.341929,0.064256,1.330173,0.218552,1.548725,0.006415,0.077590
62,1,0.066702,0.643357,0.474504,0.036228,1.543546,0.039935,1.558111,0.149273,0.158746
3,0,0.066284,0.740083,0.298260,0.164092,1.335874,0.218552,1.554426,0.036211,0.070475
39,0,0.049272,0.740083,0.244880,0.021258,1.471988,0.082438,1.554426,0.039390,0.072341
61,0,0.066702,0.460006,0.061974,0.040414,1.522180,0.039935,1.562115,0.148088,0.139620
42,1,0.049272,0.643357,0.420473,0.077438,1.501043,0.082438,1.558111,0.148539,0.117539
64,1,0.066702,0.203386,0.442920,0.158907,1.544932,0.039935,1.556726,0.180829,0.157745
