119,3,0.038341,0.911175,0.094341,0.002193,1.550867,0.004792,1.555659,0.011009,0.001443
71,3,0.038341,0.875721,0.084504,0.039495,1.552881,0.004792,1.557673,0.001172,0.001531
110,3,0.383415,0.911175,0.006143,0.004011,1.456217,0.099442,1.555659,0.011035,0.000491
19,1,0.086810,0.911175,0.468308,0.034722,1.531872,0.054062,1.555659,0.000728,0.020270
18,1,0.086810,0.875721,0.461401,0.037450,1.529858,0.054062,1.557673,0.007624,0.020777
89,1,0.038476,0.911175,0.431501,0.025854,1.508186,0.077748,1.555659,0.001536,0.040227
59,3,0.446433,0.875721,0.006678,0.028700,1.493562,0.064111,1.557673,0.000489,0.069709
92,1,0.463381,0.911175,0.488510,0.003357,1.507732,0.078202,1.555659,0.001151,0.011380
57,3,0.905037,0.875721,0.020545,0.003124,1.477834,0.079838,1.557673,0.000746,0.044079
43,1,0.463381,0.875721,0.481699,0.006064,1.505718,0.078202,1.557673,0.007939,0.010654
40,1,0.038476,0.875721,0.424787,0.022868,1.506172,0.077748,1.557673,0.008228,0.039512
28,1,0.050103,0.911175,0.049618,0.003486,1.501266,0.084668,1.555659,0.001234,0.017596
106,3,0.060000,0.911175,0.247834,0.110991,1.555903,0.000244,1.555659,0.009500,0.114358
58,3,0.060000,0.875721,0.238376,0.073328,1.557917,0.000244,1.557673,0.000042,0.114337
226,2,0.778524,0.175670,0.008079,0.017581,1.552997,0.067281,1.521315,0.097294,0.185446
94,1,0.035158,0.911175,0.277146,0.037119,1.495554,0.090379,1.555659,0.000696,0.022669
107,3,0.446433,0.911175,0.016317,0.065503,1.491548,0.064111,1.555659,0.010108,0.068874
45,1,0.035158,0.875721,0.270216,0.040187,1.493541,0.090379,1.557673,0.007597,0.023514
105,3,0.905037,0.911175,0.030271,0.039650,1.475821,0.079838,1.555659,0.010453,0.043020
51,1,0.063339,0.875721,0.493975,0.139233,1.534676,0.049244,1.557673,0.006604,0.122557
93,1,0.036697,0.911175,0.451033,0.091252,1.490442,0.065217,1.555659,0.000028,0.076810
127,3,0.036818,0.911175,0.341915,0.080796,1.463795,0.091864,1.555659,0.012062,0.077388
44,1,0.036697,0.875721,0.443921,0.092851,1.492455,0.065217,1.557673,0.007069,0.076178
79,3,0.036818,0.875721,0.331761,0.117172,1.465808,0.091864,1.557673,0.001951,0.076142
62,3,0.383415,0.875721,0.003779,0.040179,1.458230,0.099442,1.557673,0.001179,0.000847
104,3,0.660600,0.911175,0.020016,0.081677,1.480793,0.074866,1.555659,0.009892,0.085047
56,3,0.660600,0.875721,0.010443,0.045017,1.482807,0.074866,1.557673,0.000326,0.086027
174,0,0.063521,0.426873,0.014407,0.005406,1.537222,0.061387,1.542984,0.097309,0.133095
103,3,0.778524,0.911175,0.027760,0.107950,1.488378,0.067281,1.555659,0.009541,0.111318
121,3,0.088255,0.911175,0.113816,0.059752,1.366391,0.189268,1.555659,0.011781,0.056345
116,3,0.074815,0.911175,0.294042,0.061581,1.385403,0.170256,1.555659,0.011806,0.058173
123,3,0.169937,0.911175,0.027128,0.044991,1.417833,0.137826,1.555659,0.011584,0.041583
108,3,0.054258,0.911175,0.410099,0.064763,1.356780,0.198879,1.555659,0.011848,0.061355
114,3,0.112894,0.911175,0.349835,0.066799,1.394750,0.160909,1.555659,0.011875,0.063391
112,3,0.079192,0.911175,0.317275,0.041018,1.396170,0.159489,1.555659,0.011531,0.037609
113,3,0.054573,0.911175,0.250815,0.039538,1.368282,0.187377,1.555659,0.011511,0.036130
118,3,0.085515,0.911175,0.277326,0.073584,1.397715,0.157944,1.555659,0.011966,0.070176
117,3,0.189010,0.911175,0.270876,0.075210,1.423431,0.132228,1.555659,0.011988,0.071801
55,3,0.778524,0.875721,0.018269,0.071174,1.490392,0.067281,1.557673,0.000063,0.112183
120,3,0.132185,0.911175,0.037568,0.028227,1.407374,0.148285,1.555659,0.011360,0.024815
111,3,0.041956,0.911175,0.286014,0.026413,1.415060,0.140599,1.555659,0.011336,0.023000
128,3,0.039214,0.911175,0.149986,0.086552,1.313931,0.241728,1.555659,0.012139,0.083143
125,3,0.059477,0.911175,0.161202,0.087978,1.378368,0.177291,1.555659,0.012158,0.084569
73,3,0.088255,0.875721,0.103578,0.094798,1.368405,0.189268,1.557673,0.001727,0.053770
68,3,0.074815,0.875721,0.283836,0.096885,1.387416,0.170256,1.557673,0.001748,0.055857
60,3,0.054258,0.875721,0.399821,0.099658,1.358793,0.198879,1.557673,0.001775,0.058630
66,3,0.112894,0.875721,0.339628,0.102231,1.396763,0.160909,1.557673,0.001801,0.061203
75,3,0.169937,0.875721,0.037221,0.080757,1.419847,0.137826,1.557673,0.001586,0.039730
115,3,0.042849,0.911175,0.373660,0.095294,1.326328,0.229331,1.555659,0.012256,0.091884
97,3,0.318593,0.911175,0.485498,0.012497,1.448704,0.106955,1.555659,0.011149,0.009064
64,3,0.079192,0.875721,0.307158,0.076480,1.398183,0.159489,1.557673,0.001543,0.035453
70,3,0.085515,0.875721,0.267102,0.109058,1.399729,0.157944,1.557673,0.001870,0.068028
65,3,0.054573,0.875721,0.240646,0.074600,1.370295,0.187377,1.557673,0.001524,0.033573
109,3,0.039227,0.911175,0.496074,0.097385,1.349615,0.206044,1.555659,0.012284,0.093975
69,3,0.189010,0.875721,0.260687,0.111016,1.425444,0.132228,1.557673,0.001889,0.069986
102,3,0.330590,0.911175,0.015304,0.155148,1.522070,0.033589,1.555659,0.008910,0.158510
14,1,0.412700,0.911175,0.040312,0.027974,1.449363,0.136570,1.555659,0.001564,0.042350
124,3,0.116830,0.911175,0.266302,0.101583,1.401449,0.154210,1.555659,0.012340,0.098173
72,3,0.132185,0.875721,0.047620,0.063850,1.409387,0.148285,1.557673,0.001417,0.022823
63,3,0.041956,0.875721,0.275978,0.062146,1.417074,0.140599,1.557673,0.001399,0.021120
224,2,0.330590,0.175670,0.465810,0.028576,1.554904,0.033589,1.521315,0.097715,0.196428
77,3,0.059477,0.875721,0.150893,0.123172,1.380382,0.177291,1.557673,0.002011,0.082142
101,3,0.708076,0.911175,0.079428,0.129767,1.496859,0.058800,1.555659,0.009249,0.133132
2,1,0.041965,0.911175,0.147484,0.054871,1.460911,0.125023,1.555659,0.001924,0.069260
37,1,0.041224,0.911175,0.046838,0.006736,1.322635,0.263299,1.555659,0.001279,0.020999
67,3,0.042849,0.875721,0.363203,0.129722,1.328341,0.229331,1.557673,0.002077,0.088691
54,3,0.330590,0.875721,0.005998,0.117939,1.524083,0.033589,1.557673,0.000405,0.158945
48,3,0.318593,0.875721,0.475555,0.048660,1.450717,0.106955,1.557673,0.001264,0.007634
13,1,0.412700,0.875721,0.033569,0.024475,1.447350,0.136570,1.557673,0.008244,0.041120
88,1,0.091484,0.911175,0.067593,0.003322,1.440427,0.145507,1.555659,0.001151,0.011418
194,2,0.153462,0.426873,0.110848,0.277482,1.526227,0.016757,1.542984,0.112481,0.068244
7,1,0.152647,0.911175,0.180568,0.072870,1.409164,0.176769,1.555659,0.002165,0.087261
1,1,0.041965,0.875721,0.140839,0.051488,1.458897,0.125023,1.557673,0.008515,0.068137
36,1,0.041224,0.875721,0.039857,0.002079,1.320621,0.263299,1.557673,0.008018,0.018568
6,1,0.152647,0.875721,0.173938,0.069054,1.407151,0.176769,1.557673,0.008691,0.085704
222,2,0.708076,0.175670,0.025446,0.030308,1.561477,0.058800,1.521315,0.097782,0.198158
39,1,0.091484,0.875721,0.060738,0.006624,1.438413,0.145507,1.557673,0.007933,0.010089
96,1,0.379785,0.911175,0.168061,0.117515,1.487214,0.098720,1.555659,0.000379,0.103071
95,1,0.504859,0.911175,0.048378,0.089428,1.475742,0.110192,1.555659,0.000004,0.074986
234,2,0.446433,0.175670,0.353551,0.028340,1.556167,0.064111,1.521315,0.095532,0.139588
11,1,0.038449,0.911175,0.150064,0.098044,1.239199,0.346735,1.555659,0.002501,0.112434
91,1,0.748177,0.911175,0.037453,0.030978,1.454861,0.131072,1.555659,0.000778,0.016523
47,1,0.379785,0.875721,0.160857,0.120703,1.485200,0.098720,1.557673,0.006790,0.104029
42,1,0.748177,0.875721,0.030515,0.034422,1.452848,0.131072,1.557673,0.007654,0.017748
181,2,0.160127,0.426873,0.003055,0.149093,1.512233,0.030750,1.542984,0.109694,0.196579
46,1,0.504859,0.875721,0.041262,0.092713,1.473728,0.110192,1.557673,0.007070,0.076041
4,1,0.060825,0.911175,0.367888,0.114243,1.411649,0.174285,1.555659,0.002717,0.128633
99,1,0.040855,0.911175,0.430658,0.046073,1.394716,0.191218,1.555659,0.000576,0.031627
10,1,0.038449,0.875721,0.143227,0.092679,1.237185,0.346735,1.557673,0.008928,0.109328
227,2,0.660600,0.175670,0.135060,0.000496,1.545412,0.074866,1.521315,0.096635,0.168319
182,2,0.330590,0.426873,0.453808,0.149805,1.509395,0.033589,1.542984,0.109709,0.195868
3,1,0.060825,0.875721,0.361399,0.110466,1.409635,0.174285,1.557673,0.009106,0.127113
298,2,0.778524,0.048915,0.035860,0.064214,1.517409,0.067281,1.556903,0.069423,0.187990
223,2,0.160127,0.175670,0.008934,0.029234,1.552065,0.030750,1.521315,0.097741,0.197085
228,2,0.133498,0.175670,0.020210,0.000338,1.565960,0.054317,1.521315,0.096628,0.168118
230,2,0.905037,0.175670,0.117340,0.036002,1.540440,0.079838,1.521315,0.095238,0.131937
50,1,0.040855,0.875721,0.423606,0.050101,1.392702,0.191218,1.557673,0.007497,0.033429
157,0,0.463381,0.426873,0.146507,0.053323,1.520407,0.078202,1.542984,0.096035,0.074397
98,1,0.340109,0.911175,0.057659,0.135687,1.480786,0.105147,1.555659,0.000622,0.121241
