41,113,50,381,0.99,0.7525,1,0.98,287.047,462.462,328.597,485.263,7588.12,-20178,-0.0142797,-0.0901015,0.00367242,-0.0990706
41,113,50,376,0.99,0.7525,1,0.859833,287.047,461.75,328.633,485.263,7793.47,-20182,-0.0142797,-0.0902588,0.00149716,-0.045173
41,113,50,382,0.99,0.7525,1,0.8175,287.047,453.762,329.144,485.263,10097.4,-20227.2,-0.0142797,-0.0920568,-0.0228699,-0.147316
41,113,50,909,0.99,0.7525,1,0.493,287.047,461.757,336.456,485.263,8108.71,-23966,-0.0142797,-0.107227,0.000149231,-0.0582109
41,113,50,925,0.99,0.7525,1,0.4665,287.047,462.936,336.399,485.263,7768.3,-23961.2,-0.0142797,-0.106932,0.00367233,-0.110623
41,113,635,381,0.99,0.7525,0.334167,0.98,287.047,462.462,323.715,485.104,7475.38,-17923.4,-0.0243365,-0.0901015,-0.019619,-0.0990705
41,113,635,376,0.99,0.7525,0.334167,0.859833,287.047,461.75,323.751,485.104,7680.73,-17930.9,-0.0243365,-0.0902588,-0.021827,-0.0452058
41,113,635,382,0.99,0.7525,0.334167,0.8175,287.047,453.762,324.263,485.104,9984.61,-18015.2,-0.0243365,-0.0920568,-0.0465608,-0.147716
41,113,635,909,0.99,0.7525,0.334167,0.493,287.047,461.757,331.574,485.104,7995.96,-21717.1,-0.0243365,-0.107227,-0.023194,-0.0582627
41,113,635,925,0.99,0.7525,0.334167,0.4665,287.047,462.936,331.517,485.104,7655.55,-21706.6,-0.0243365,-0.106932,-0.0196191,-0.110622
41,113,559,381,0.99,0.7525,0.314333,0.98,287.047,462.462,324.302,485.121,7488.92,-18194.3,-0.0231274,-0.0901015,0.033631,-0.0990704
41,113,559,376,0.99,0.7525,0.314333,0.859833,287.047,461.75,324.338,485.121,7694.27,-18201.5,-0.0231274,-0.0902588,0.0314269,-0.0452017
41,113,559,382,0.99,0.7525,0.314333,0.8175,287.047,453.762,324.85,485.121,9998.15,-18281.1,-0.0231274,-0.0920568,0.00673777,-0.147667
41,113,559,909,0.99,0.7525,0.314333,0.493,287.047,461.757,332.16,485.121,8009.5,-21987.4,-0.0231274,-0.107227,0.0300622,-0.0582562
41,113,559,925,0.99,0.7525,0.314333,0.4665,287.047,462.936,332.104,485.121,7669.09,-21977.5,-0.0231274,-0.106932,0.0336309,-0.110622
41,113,49,381,0.99,0.7525,0.2715,0.98,287.047,462.462,328.404,467.808,2582.1,-19452.2,-0.0142797,-0.0901015,0.0413396,-0.0459299
41,113,49,376,0.99,0.7525,0.2715,0.859833,287.047,461.75,328.402,467.808,2787.45,-19456,-0.0142797,-0.0902588,0.0391602,0.00796355
