5.555154755711555481e-02,9.995842576026916504e-01,1.158995851874351501e-01,7.424069941043853760e-02,1.534899592399597168e+00,1.505981106311082840e-02,1.519839763641357422e+00,3.073769807815551758e-02,7.418145984411239624e-02
5.555154755711555481e-02,3.669011592864990234e-02,8.232676982879638672e-02,2.285913378000259399e-02,1.538340687751770020e+00,1.505981106311082840e-02,1.553400516510009766e+00,6.430673599243164062e-02,7.380227744579315186e-02
5.555154755711555481e-02,4.855700209736824036e-02,1.008590087294578552e-01,4.152224361896514893e-01,1.520318508148193359e+00,1.505981106311082840e-02,1.505258679389953613e+00,4.577654600143432617e-02,7.401158660650253296e-02
1.088977083563804626e-01,7.518005967140197754e-01,1.788898836821317673e-03,3.197224112227559090e-03,1.545155286788940430e+00,4.455609712749719620e-03,1.549610853195190430e+00,1.395578235387802124e-01,9.350576251745223999e-02
1.088977083563804626e-01,3.349711373448371887e-02,4.217245057225227356e-02,2.171190381050109863e-01,1.487733840942382812e+00,4.455609712749719620e-03,1.483278274536132812e+00,9.559691697359085083e-02,9.365266561508178711e-02
5.979384183883666992e-01,7.518005967140197754e-01,1.071454435586929321e-01,1.348626567050814629e-03,1.559121489524841309e+00,9.510632604360580444e-03,1.549610853195190430e+00,1.395056098699569702e-01,9.535394608974456787e-02
5.979384183883666992e-01,3.349711373448371887e-02,1.508935987949371338e-01,2.157244831323623657e-01,1.473767638206481934e+00,9.510632604360580444e-03,1.483278274536132812e+00,9.575942903757095337e-02,9.504190087318420410e-02
6.894820332527160645e-01,7.518005967140197754e-01,4.114341456443071365e-03,8.007066207937896252e-04,1.545269966125488281e+00,4.671194404363632202e-02,1.549610853195190430e+00,1.182553917169570923e-01,1.524663567543029785e-01
6.894820332527160645e-01,5.011009052395820618e-02,1.039175018668174744e-01,7.982950657606124878e-02,1.556993007659912109e+00,4.671194404363632202e-02,1.510281085968017578e+00,2.261693924665451050e-01,1.486829519271850586e-01
4.892340302467346191e-02,9.995842576026916504e-01,1.143186837434768677e-01,1.157528683543205261e-01,1.500002145767211914e+00,1.983759365975856781e-02,1.519839763641357422e+00,8.571910858154296875e-02,1.172787547111511230e-01
4.892340302467346191e-02,7.650617957115173340e-01,3.622023388743400574e-02,1.051041670143604279e-02,1.545389056205749512e+00,1.983759365975856781e-02,1.565226674079895020e+00,1.638022065162658691e-01,1.161168217658996582e-01
4.892340302467346191e-02,4.855700209736824036e-02,8.344577997922897339e-02,3.471304178237915039e-01,1.485421061515808105e+00,1.983759365975856781e-02,1.505258679389953613e+00,1.165859699249267578e-01,1.168194413185119629e-01
4.892340302467346191e-02,3.663015738129615784e-02,1.028235107660293579e-01,1.781058311462402344e-01,1.546033024787902832e+00,1.983759365975856781e-02,1.526195406913757324e+00,9.721207618713378906e-02,1.171077489852905273e-01
4.892340302467346191e-02,4.195113852620124817e-02,8.751091361045837402e-02,9.509433805942535400e-02,1.457806825637817383e+00,1.983759365975856781e-02,1.477644443511962891e+00,1.125216484069824219e-01,1.168798804283142090e-01
4.489087313413619995e-02,9.995842576026916504e-01,1.208987161517143250e-01,7.197482883930206299e-02,1.520386457443237305e+00,1.013665124773979187e-01,1.519839763641357422e+00,8.869212865829467773e-02,7.355755567550659180e-02
4.489087313413619995e-02,7.650617957115173340e-01,4.512632638216018677e-02,4.731956124305725098e-02,1.474999547004699707e+00,1.013665124773979187e-01,1.565226674079895020e+00,1.640756130218505859e-01,7.930827140808105469e-02
4.489087313413619995e-02,4.855700209736824036e-02,8.926682174205780029e-02,3.880795240402221680e-01,1.534967541694641113e+00,1.013665124773979187e-01,1.505258679389953613e+00,1.201616525650024414e-01,7.595825195312500000e-02
4.489087313413619995e-02,3.663015738129615784e-02,1.149126589298248291e-01,2.212446630001068115e-01,1.424828886985778809e+00,1.013665124773979187e-01,1.526195406913757324e+00,9.464746713638305664e-02,7.401186227798461914e-02
4.489087313413619995e-02,4.195113852620124817e-02,9.179860353469848633e-02,1.363871544599533081e-01,1.562581777572631836e+00,1.013665124773979187e-01,1.477644443511962891e+00,1.176428794860839844e-01,7.576608657836914062e-02
6.282985955476760864e-02,7.518005967140197754e-01,1.974189579486846924e-01,1.236082613468170166e-01,1.380037188529968262e+00,1.695736348628997803e-01,1.549610853195190430e+00,1.147414669394493103e-01,2.808535099029541016e-02
6.282985955476760864e-02,5.011009052395820618e-02,9.317243844270706177e-02,1.874295175075531006e-01,1.340707421302795410e+00,1.695736348628997803e-01,1.510281085968017578e+00,2.174927741289138794e-01,4.127991199493408203e-02
6.237723305821418762e-02,7.518005967140197754e-01,1.766239702701568604e-01,1.188456341624259949e-01,1.488905429840087891e+00,6.070548295974731445e-02,1.549610853195190430e+00,1.148759648203849792e-01,3.284686803817749023e-02
6.237723305821418762e-02,5.011009052395820618e-02,7.412283122539520264e-02,1.912055611610412598e-01,1.449575662612915039e+00,6.070548295974731445e-02,1.510281085968017578e+00,2.171882987022399902e-01,3.751081228256225586e-02
4.579008370637893677e-02,7.518005967140197754e-01,1.863235235214233398e-02,1.122796237468719482e-01,1.378137826919555664e+00,2.138440012931823730e-01,1.549610853195190430e+00,1.150614172220230103e-01,3.941142559051513672e-02
